level,code,terrain,game_mode,player_powers,enemy_powers,speed,strategic_side,outcome,ticks,seconds,blue_population,red_population,blue_living_population,red_living_population,blue_mana,red_mana,blue_castles,red_castles,blue_peak_castles,red_peak_castles,blue_towns,red_towns,blue_action_markers,red_action_markers,blue_alive_slots,red_alive_slots,dead_slots,ruins,slots,war_tick,first_offense_tick,last_offense_tick,both_quakes,both_volcanoes,both_floods,both_knights,both_wars,blue_initial_population,red_initial_population,blue_initial_mana,red_initial_mana,state_hash,blue_exact_quakes,red_exact_quakes,blue_exact_swamps,red_exact_swamps,blue_exact_knights,red_exact_knights,blue_exact_volcanoes,red_exact_volcanoes,blue_exact_floods,red_exact_floods,blue_exact_wars,red_exact_wars,blue_unclassified_power_score,red_unclassified_power_score,blue_actual_towns,red_actual_towns,blue_actual_castles,red_actual_castles,blue_actual_knights,red_actual_knights,blue_actual_battles_won,red_actual_battles_won,blue_peak_actual_population,red_peak_actual_population,blue_peak_actual_towns,red_peak_actual_towns,blue_peak_actual_castles,red_peak_actual_castles,blue_peak_actual_knights,red_peak_actual_knights,blue_peak_actual_battles_won,red_peak_actual_battles_won
414,SUZMEICK,1,16,34,63,1,1,loss,6305,788.125,25701,0,25701,0,25153,-250,0,0,46,18,0,0,0,0,1,0,94,0,95,6073,1271,6073,13,0,0,0,1,45,135,399,2700,2a08337e66375e79ed56e3bf96c00fd0b8b5f8d2647261d471571367d151b872,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,11,80192,38054,18,38,46,18,0,0,34,11
415,DOUMPHOLE,2,16,50,63,1,0,loss,2564,320.500,1,38968,0,38968,-155,3748,0,33,1,33,0,6,0,0,0,50,2,1,53,0,2097,2097,0,0,0,1,0,45,135,399,2700,cb4ad5c28e852628d46794f35a35d23c459664a477d37afae25990e7a09e0ca0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,33,0,1,0,1,2721,39040,1,12,1,33,0,1,0,1
415,DOUMPHOLE,2,16,50,63,1,1,loss,8800,1100.000,39951,0,39951,0,1219,-250,2,0,60,14,8,0,0,0,29,0,61,0,90,0,1001,8576,1,0,2,0,0,45,135,399,2700,4b96200c5afbdceed0f472f105690a8c85182fd0411e1e6c0fa07eedb57d9fed,0,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,40,18,92403,11263,28,24,60,14,0,0,40,18
416,SHIHIPLAS,2,16,50,63,1,0,ongoing,9600,1200.000,254006,61861,254006,61861,53938,2536,87,19,89,43,51,13,0,0,157,48,3,0,208,0,729,9472,7,3,0,6,0,45,135,399,2700,11e00c5a9425348d3c5208ef67e0aadf0b06fb9a8b333365dce06a41e994b340,0,7,2,0,0,6,0,3,0,0,0,0,0,0,51,13,87,19,0,1,28,37,254006,82746,53,20,89,43,0,2,28,37
416,SHIHIPLAS,2,16,50,63,1,1,ongoing,9600,1200.000,30011,36525,30011,36525,303,76,0,0,56,48,14,6,0,0,36,26,81,0,143,0,1057,9392,18,0,2,1,0,45,135,399,2700,ca68db226f6cb00ef32346e91978a63db197139dd3b8921d279563515c56b3d7,0,18,0,0,0,1,0,0,2,0,0,0,0,0,14,6,0,0,0,1,33,16,91940,92673,30,58,56,48,0,1,33,16
417,HURTQAZAL,2,16,50,63,1,0,loss,9528,1191.000,1,187707,0,187707,-235,1097,0,84,13,84,0,11,0,0,0,115,31,1,147,0,1345,9513,12,6,0,8,0,45,135,399,2700,edee776baea5d62df45ca6e55333177d97b0a9d6ed07f49343efd64c43963ca8,0,12,0,1,0,8,0,6,0,0,0,0,0,0,0,11,0,84,0,3,0,136,21271,187707,50,19,13,84,0,4,0,136
417,HURTQAZAL,2,16,50,63,1,1,ongoing,9600,1200.000,37097,6043,37097,6043,95,2865,10,0,68,28,24,0,0,0,43,7,49,0,99,0,1337,8281,8,0,2,0,0,45,135,399,2700,72a0e5265602d1a51bae0b7b5da314c63196475b3a282156843f7933d5837970,0,8,0,0,0,0,0,0,2,0,0,0,0,0,24,0,10,0,0,0,45,12,93980,34406,24,34,68,28,0,0,45,12
418,JOSEOLD,2,16,50,63,1,0,loss,8014,1001.750,1,184114,0,184114,-250,5362,0,73,10,73,0,9,0,0,0,102,8,1,111,0,243,7865,7,3,0,8,0,45,135,399,2700,f6db4c28e156c38bacfc288d9486e009a3a433f4ef55a2c3a87a50d2644a817d,0,7,0,3,0,8,0,3,0,0,0,0,0,0,0,9,0,73,0,2,1,61,12809,184310,19,16,10,73,0,4,1,61
418,JOSEOLD,2,16,50,63,1,1,ongoing,9600,1200.000,45119,934,45119,934,14,26,1,2,54,14,9,3,0,0,23,7,57,0,87,0,5761,9309,2,0,2,0,0,45,135,399,2700,bad89bf01422d4a84d856f12c5a4ecd2dc584a8b33eb3b5981a7c4d11fbebfa8,0,2,0,0,0,0,0,0,2,0,0,0,0,0,9,3,1,2,0,0,35,35,81668,23298,29,28,54,14,0,0,35,35
419,TIMGBBOY,2,16,50,63,1,0,loss,2828,353.500,1,24790,0,24790,-250,5468,0,26,1,26,0,14,0,0,0,54,3,1,58,0,1721,2609,2,0,0,1,0,45,135,399,2700,d62e4a70bb098c6a2198c9ff7947eb0d12d219aae316de75382dca17136f6f82,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,26,0,1,0,2,2735,26656,2,17,1,26,0,1,0,2
419,TIMGBBOY,2,16,50,63,1,1,ongoing,9600,1200.000,45087,11428,45087,11428,13917,2197,26,5,42,6,12,64,0,0,50,76,18,0,144,0,2129,9233,32,0,1,0,0,45,135,399,2700,6647487b00d8602d40626f64f92d640cca8c7bdddc7083c05b9a887ffff85e00,0,32,0,0,0,0,0,0,1,0,0,0,0,0,12,64,26,5,0,0,60,14,58843,13912,36,79,42,6,0,0,60,14
420,CALINDOR,2,16,18,63,1,0,ongoing,9600,1200.000,33,86991,32,86991,-218,8436,0,48,13,48,1,4,0,0,1,66,26,1,94,0,1441,9217,6,6,0,14,0,45,135,399,2700,4d4fccdc241baeb43a66579c748de6b39ea0e51f8d7943a6a926004f69ab71db,0,6,0,1,0,14,0,6,0,0,0,0,0,0,1,4,0,48,0,1,6,199,17683,86991,64,10,13,48,0,5,6,199
420,CALINDOR,2,16,18,63,1,1,ongoing,9600,1200.000,6431,65256,6431,65256,2468,23595,17,38,22,38,1,9,0,0,33,49,16,0,98,0,3881,7157,6,0,1,0,0,45,135,399,2700,cde1d045656e0d5bc81bad0422c9f5557fb6b779c8a2575409b128ec2a31fd48,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,9,17,38,0,0,22,26,22357,65256,16,43,22,38,0,0,22,26
421,SCOLOPPAL,2,16,18,63,1,0,ongoing,9600,1200.000,85509,17128,85509,17128,81517,6341,29,18,32,31,99,4,0,0,146,31,4,0,181,0,809,8577,7,6,0,0,0,45,135,399,2700,0ddafedc6ed72b12827fbcf5170f02d6473dbf8a3889dda168e964a9c9b53620,0,7,2,1,0,0,0,6,0,0,0,0,0,0,99,4,29,18,0,0,111,74,85509,28842,103,18,32,31,0,0,111,74
421,SCOLOPPAL,2,16,18,63,1,1,ongoing,9600,1200.000,29650,41291,29650,41291,34311,2582,20,26,47,26,1,41,0,0,33,71,10,0,114,0,5657,7457,2,0,1,0,0,45,135,399,2700,488e6fbc7be249fbfe3ea10ef91f822d0f85c7a41df90d2f4dbf3e24d36d8b87,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,41,20,26,0,0,60,33,64805,41291,20,49,47,26,0,0,60,33
422,SWATHOLE,2,16,18,63,1,0,loss,3457,432.125,1,24704,0,24704,-250,7640,0,25,3,25,0,2,0,0,0,38,2,1,41,0,1649,2775,1,0,0,1,0,45,135,399,2700,e1a7f426d7961280ee22631c3810067577efd86154feca31202c8dc99e6926b8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,25,0,1,0,18,3532,24722,8,8,3,25,0,1,0,18
422,SWATHOLE,2,16,18,63,1,1,ongoing,9600,1200.000,11552,54907,11552,54907,1712,7185,15,28,27,31,3,23,0,0,30,63,0,0,93,0,1073,6246,5,0,1,0,0,45,135,399,2700,318bc8ac5cc2ae15fc3812656e255610785793c008ef4774293f893979394153,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,24,15,28,0,0,23,41,28155,55427,12,32,27,31,0,0,23,41
423,KILLOXLAS,2,16,18,63,1,0,loss,6408,801.000,2,12635,0,12635,-250,6832,0,15,7,16,0,4,0,0,0,27,4,2,33,0,5142,6148,0,0,0,3,0,45,135,399,2700,658c71b721c6940aeb38bd185b99f3b224931cbfa9d87d3c31b3cf5b64967026,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,15,0,1,4,31,11087,12835,7,10,7,16,0,2,4,31
423,KILLOXLAS,2,16,18,63,1,1,ongoing,9600,1200.000,12050,62271,12050,62271,3655,45801,14,33,18,33,3,34,0,0,25,72,5,0,102,0,0,0,0,0,0,0,0,45,135,399,2700,62178bd35fd6bce3e3f88efb2736a958d9b0af961ef4d7d7da1efb9ebff6bff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,14,33,0,0,31,115,15106,62271,14,39,18,33,0,0,31,115
424,EOAEAAL,2,16,18,63,1,0,loss,6264,783.000,3,83375,0,83375,-250,3410,0,40,12,42,0,1,0,0,0,59,17,3,79,0,1761,6227,4,1,0,9,0,45,135,399,2700,6c46230e612886be18fb73d1c698063698f402d0f82aaf936a72fb63b4609151,0,4,0,2,0,9,0,1,0,0,0,0,0,0,0,1,0,40,0,3,7,84,9938,83996,20,14,12,42,0,4,7,84
424,EOAEAAL,2,16,18,63,1,1,ongoing,9600,1200.000,18568,28054,18568,28054,23971,2585,10,22,44,23,5,2,0,0,26,25,38,0,89,0,5049,5827,1,0,1,0,0,45,135,399,2700,8bd14709e6871d8532233a18de6951c543fee34afb47b546f50a85ebb5c4ad08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2,10,22,0,0,41,28,68043,32856,18,25,44,23,0,0,41,28
425,BURIKEPIL,3,16,52,63,1,0,loss,4054,506.750,2,81860,0,81860,-250,2840,0,34,4,35,0,8,0,0,0,64,10,2,76,0,201,4033,37,18,0,8,0,45,135,399,2700,9c31952130db4b9c84958d5d1fda70944f08cd83ae12a0452088cafe9d67fabe,0,37,0,3,0,8,0,18,0,0,0,0,0,0,0,8,0,34,0,2,4,123,6633,81966,38,11,4,35,0,4,4,123
425,BURIKEPIL,3,16,52,63,1,1,loss,2943,367.875,10089,0,10089,0,94,-237,2,0,22,3,5,0,0,0,13,0,36,0,49,0,153,2601,9,0,1,2,0,45,135,399,2700,2332ffd9de31792a619b836c8c1f2199c14b92bfbcfd4ba7ebe1a7748a9ca428,0,9,0,0,2,0,0,0,1,0,0,0,0,0,5,0,2,0,2,0,4,0,19764,9281,17,5,22,3,2,0,4,0
426,MOROGOJOB,3,16,52,63,1,0,loss,2746,343.250,0,46845,0,46845,-250,2745,0,33,2,33,0,28,0,0,0,90,3,0,93,0,337,2729,16,8,0,4,0,45,135,399,2700,3466d0637aea2da27e91f615a52f5f8b972c07f6715ac6b6222b6117913b4242,0,16,0,0,0,4,0,8,0,0,0,0,0,0,0,28,0,33,0,2,0,27,1807,46897,16,30,2,33,0,3,0,27
426,MOROGOJOB,3,16,52,63,1,1,loss,5532,691.500,12749,0,12749,0,-3,-33,0,0,29,11,10,0,0,0,25,0,39,0,64,0,1793,5337,1,0,4,5,0,45,135,399,2700,4dcf4504327c48ce79d96e22d00924e51e25083e0e25a8451f19b458566273bb,0,1,0,0,5,0,0,0,4,0,0,0,0,0,10,0,0,0,1,0,49,7,27023,14673,15,26,29,11,3,0,49,7
427,NIMODOR,3,16,52,63,1,0,loss,4843,605.375,0,148827,0,148827,-217,2989,0,61,7,61,0,5,0,0,0,92,50,0,142,0,657,4836,67,34,0,11,0,45,135,399,2700,66cb2767f96ff428080258c7b7d111d81aba96acfe63bb16fae40e17b2d129a5,0,67,0,1,0,11,0,34,0,0,0,0,0,0,0,5,0,61,0,3,2,143,6603,153482,41,14,7,61,0,6,2,143
427,NIMODOR,3,16,52,63,1,1,loss,6110,763.750,21097,0,21097,0,1256,-234,0,0,29,18,0,0,0,0,30,0,28,0,58,0,1297,6079,9,0,4,9,0,45,135,399,2700,1c036a1db8aa703405314020a3e9bd8814d753ce429967405a34b94b62747785,0,9,0,1,9,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,129,3,29963,23589,23,42,29,18,4,0,129,3
428,BILMEPAL,3,16,52,63,1,0,loss,1593,199.125,0,28315,0,28315,65,7273,0,28,0,28,0,0,0,0,0,37,1,0,38,0,337,1540,4,6,0,1,0,45,135,399,2700,eb0a1c6bc2d8f05e766fb43a82b31dc49589b78ca87bca8460772ebdc769d718,0,4,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,28,0,1,0,1,511,28329,4,4,0,28,0,1,0,1
428,BILMEPAL,3,16,52,63,1,1,win,8413,1051.625,1,18666,0,18666,-250,21236,0,19,23,19,0,0,0,0,0,26,19,1,46,0,1944,7775,38,0,5,5,0,45,135,399,2700,9e16014a9b0d05f027e68da484be4c77c9bc0c1b4c86db093ef89f05252a5302,0,38,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,19,0,1,114,99,17826,24036,24,56,23,19,2,1,114,99
429,RINGDIPERT,3,16,52,63,1,0,loss,3549,443.625,1,86844,0,86844,-250,11124,0,57,2,57,0,9,0,0,0,85,24,1,110,0,825,3498,20,20,0,4,0,45,135,399,2700,b17cb161629d17721696211307525531a87417acb379920c7ba1b44e09dc1b21,0,20,0,1,0,4,0,20,0,0,0,0,0,0,0,9,0,57,0,1,0,44,3554,86950,26,21,2,57,0,2,0,44
429,RINGDIPERT,3,16,52,63,1,1,win,5807,725.875,0,44760,0,44760,-250,5102,0,0,22,30,0,0,0,0,0,9,85,0,94,5593,1457,5593,2,0,2,11,1,45,135,399,2700,54bcd776eacf79eb2ded1a609a07145254666c27a390c4bc6b87e80e70b03f08,0,2,0,13,6,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,15,29,21010,60957,25,46,22,30,2,1,15,29
430,WEAVKOPOUT,2,16,63,63,1,0,loss,2563,320.375,0,14470,0,14470,163,4330,0,28,1,28,0,0,0,0,0,42,4,0,46,0,0,0,0,0,0,0,0,45,135,399,2700,447ec4689383628c4cac8cc9b8b7f30e7f4a0fdf479f7338f240f105085e6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2806,16415,1,6,1,28,0,0,0,1
430,WEAVKOPOUT,2,16,63,63,1,1,loss,6259,782.375,68425,1,68425,0,2130,-250,45,0,45,3,5,0,0,0,66,0,10,1,77,0,3274,6158,0,3,0,3,0,45,135,399,2700,8f4a1cfd64f5f98971ac3127c0893e4c68cf4211e5bb7f77570420bbbcc4b56c,0,0,1,0,3,0,3,0,0,0,0,0,0,0,5,0,45,0,1,0,36,1,68495,5669,14,14,45,3,2,0,36,1
431,ALPQAZT,2,16,63,63,1,0,ongoing,9600,1200.000,79,144716,79,144716,330,7061,0,57,12,57,1,3,0,0,1,79,0,0,80,0,3129,9273,1,3,0,12,0,45,135,399,2700,2be5eede7859d6871482ce46649f94b81607c6ad87444fd52b52d68222cdc04f,1,0,0,1,0,12,0,3,0,0,0,0,0,0,1,3,0,57,0,2,1,98,8346,144716,23,9,12,57,0,3,1,98
431,ALPQAZT,2,16,63,63,1,1,ongoing,9600,1200.000,43701,86206,43701,86206,954,40514,19,19,25,28,3,73,0,0,34,107,4,0,145,0,2318,9449,17,3,0,2,0,45,135,399,2700,293265623ee156f4859bea296515e4deae771b5c900afcd691a03a27f97960df,7,10,1,0,1,1,3,0,0,0,0,0,0,0,3,73,19,19,1,1,5,12,48289,86206,12,73,25,28,1,1,5,12
432,BADEPIL,2,16,63,63,1,0,ongoing,9600,1200.000,14347,46356,14346,46356,-23,1201,7,25,14,33,31,0,0,0,51,39,0,1,91,0,1411,9585,13,4,0,4,0,45,135,399,2700,c034cd868afe02b258e81a2a8c8ad9ca3e5ec4352c27df01297544bd384d28f7,4,9,0,0,0,4,0,4,0,0,0,0,0,0,31,0,7,25,0,2,7,93,16221,50071,31,14,14,33,0,3,7,93
432,BADEPIL,2,16,63,63,1,1,loss,7422,927.750,34113,2,34113,0,4897,-250,28,0,28,5,5,0,0,0,46,0,17,2,65,0,827,7305,8,2,0,4,0,45,135,399,2700,f06d8ef0e3a7e97264e126263ad25d5a7d4bb9ede0d25b18996cf5f58b647b75,6,2,0,0,4,0,2,0,0,0,0,0,0,0,5,0,28,0,2,0,82,2,34272,10637,9,35,28,5,3,0,82,2
433,IMMGBJOB,2,16,63,63,1,0,loss,2891,361.375,0,17428,0,17428,-250,6705,0,26,0,26,0,8,0,0,0,48,6,0,54,0,1737,1737,1,0,0,0,0,45,135,399,2700,8d55b0a584d7859291e71f23f6b1804dafa75a8aa469af0550566cf19a6f8bde,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,3,445,17506,2,10,0,26,0,0,0,3
433,IMMGBJOB,2,16,63,63,1,1,win,7714,964.250,0,29012,0,29012,-250,7672,0,0,30,59,0,0,0,0,0,1,71,0,72,7441,905,7441,2,0,0,2,1,45,135,399,2700,af30bfdbabbca76ece86ff493e8c909e110b197da52148f4478b2c946b6496c3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,32,23881,131632,12,45,30,59,1,1,6,32
434,HOBINLIN,2,16,63,63,1,0,loss,2536,317.000,0,16903,0,16903,-250,6716,0,26,1,26,0,8,0,0,0,47,2,0,49,0,1401,1401,1,0,0,0,0,45,135,399,2700,98718ddc1678c1a6701422ba6143b9868beb454a7d3f098722626e25247af3a3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,1,1437,17842,1,8,1,26,0,0,0,1
434,HOBINLIN,2,16,63,63,1,1,ongoing,9600,1200.000,37414,123080,37414,123080,735,45957,15,56,31,56,2,22,0,0,29,91,0,0,120,0,923,9303,4,0,0,5,0,45,135,399,2700,dd51b05b89ab1c5dde244f51ea0cd63f0677bbf4a140bd026c5d36df24485e26,0,4,2,0,3,2,0,0,0,0,0,0,0,0,2,22,15,56,1,1,30,96,39235,123080,11,30,31,56,1,1,30,96
435,BUGLOPDON,0,16,63,63,1,0,loss,7007,875.875,1,77767,0,77767,-250,4177,0,56,10,56,0,6,0,0,0,79,14,1,94,0,601,6985,55,22,0,11,0,45,135,399,2700,69d498364da381c46531920ce1c5b785ee3f204c7de98359a91b1423df53b642,10,45,0,1,0,11,0,22,0,0,0,0,0,0,0,6,0,56,0,2,1,154,12729,77855,36,13,10,56,0,4,1,154
435,BUGLOPDON,0,16,63,63,1,1,loss,7907,988.375,47942,0,47942,0,5027,-250,26,0,27,13,5,0,0,0,46,0,39,0,85,0,321,7842,32,25,0,13,0,45,135,399,2700,5a34a7dbc1355e04d06adb3b5be6dd18fd59272318e9fd9ab512807ff993bbcc,25,7,1,0,12,1,25,0,0,0,0,0,0,0,5,0,26,0,3,0,345,2,47983,24844,12,63,27,13,6,1,345,2
436,SHADYPERT,0,16,63,63,1,0,loss,5950,743.750,1,76229,0,76229,-250,1088,0,38,3,38,0,0,0,0,0,51,14,1,66,0,353,5945,22,21,0,11,0,45,135,399,2700,0fb583f6a66ce9c6a480958b50986973c038748bbb911b4c0113392a44ffd94e,0,22,0,3,0,11,0,21,0,0,0,0,0,0,0,0,0,38,0,3,1,102,6955,76289,35,5,3,38,0,4,1,102
436,SHADYPERT,0,16,63,63,1,1,loss,7743,967.875,63793,0,63793,0,6241,-250,32,0,32,10,6,0,0,0,54,0,38,0,92,0,321,7678,9,24,0,15,0,45,135,399,2700,d8fc6cbea5467c9706fa7b4d06443200d52281d21c33cf28587e528aef65e4a6,0,9,2,0,15,0,24,0,0,0,0,0,0,0,6,0,32,0,5,0,191,4,63847,9698,11,34,32,10,5,0,191,4
437,COROXOUT,0,16,63,63,1,0,ongoing,9600,1200.000,25908,60578,25907,60578,2465,2037,16,15,19,35,81,1,0,0,128,26,5,1,160,0,625,9561,47,42,0,24,0,45,135,399,2700,fa85283f91a07fc01f3bf7b79a5525227c235c8d2b04177e3a2fd7dc5fcf1290,4,43,0,1,0,24,0,42,0,0,0,0,0,0,81,1,16,15,0,4,5,499,25908,60615,82,9,19,35,0,8,5,499
