level,code,terrain,game_mode,player_powers,enemy_powers,speed,strategic_side,outcome,ticks,seconds,blue_population,red_population,blue_living_population,red_living_population,blue_mana,red_mana,blue_castles,red_castles,blue_peak_castles,red_peak_castles,blue_towns,red_towns,blue_action_markers,red_action_markers,blue_alive_slots,red_alive_slots,dead_slots,ruins,slots,war_tick,first_offense_tick,last_offense_tick,both_quakes,both_volcanoes,both_floods,both_knights,both_wars,blue_initial_population,red_initial_population,blue_initial_mana,red_initial_mana,state_hash,blue_exact_quakes,red_exact_quakes,blue_exact_swamps,red_exact_swamps,blue_exact_knights,red_exact_knights,blue_exact_volcanoes,red_exact_volcanoes,blue_exact_floods,red_exact_floods,blue_exact_wars,red_exact_wars,blue_unclassified_power_score,red_unclassified_power_score,blue_actual_towns,red_actual_towns,blue_actual_castles,red_actual_castles,blue_actual_knights,red_actual_knights,blue_actual_battles_won,red_actual_battles_won,blue_peak_actual_population,red_peak_actual_population,blue_peak_actual_towns,red_peak_actual_towns,blue_peak_actual_castles,red_peak_actual_castles,blue_peak_actual_knights,red_peak_actual_knights,blue_peak_actual_battles_won,red_peak_actual_battles_won
128,SHIEBAR,3,16,62,15,2,1,loss,7850,981.250,132086,0,132086,0,1134,21,47,0,47,10,13,0,1943,1061,77,0,26,0,103,0,1185,7849,5,55,0,25,0,225,90,399,399,a83e42ddd0e22415de79b28b7193269a472d330b26a06a1f216095921552bb1c,0,5,6,0,25,0,55,0,0,0,0,0,0,0,13,0,47,0,3,0,302,4,140160,10701,28,38,47,10,7,0,302,4
129,HURTCEER,3,16,62,15,2,0,win,5886,735.750,33176,0,33176,0,20463,-250,0,0,18,28,0,0,2006,2311,3,0,112,0,115,5643,1153,5643,28,19,0,11,1,225,90,399,399,ed6b6daf6eb6216a2e5ba1e63b678f5bbfa4322fb61b1320cad440d33d62d1a9,0,28,13,1,6,5,6,13,0,0,1,0,0,0,0,0,0,0,0,0,53,22,65656,36928,89,29,18,28,1,2,53,22
129,HURTCEER,3,16,62,15,2,1,loss,5971,746.375,161124,0,161124,0,10536,-218,50,0,51,6,12,0,1878,909,78,0,14,0,92,0,921,5921,1,49,0,17,0,225,90,399,399,d36c79ef8b9c2dabf5c8c88036de9345adece5b569b9e896825ab84d67c7a8b8,0,1,3,0,17,0,49,0,0,0,0,0,0,0,12,0,50,0,5,0,163,1,161152,8544,15,32,51,6,7,0,163,1
130,JOSASING,0,16,62,13,2,0,win,5963,745.375,24342,0,24342,0,4405,-250,0,0,22,22,0,0,2078,2589,1,0,151,0,152,5721,1441,5721,9,12,0,8,1,225,90,399,399,746c64b0ae5ab0315e1456086da70f1de966f4e91b318bbebc050270461ddc87,0,9,1,0,4,4,4,8,0,0,1,0,0,0,0,0,0,0,0,0,76,106,48608,21860,94,33,22,22,1,2,76,106
130,JOSASING,0,16,62,13,2,1,ongoing,9600,1200.000,21842,82615,21842,82615,5888,10874,0,37,27,37,0,74,3373,3474,2,144,11,0,157,0,1305,9513,12,43,0,10,0,225,90,399,399,291484b19e42951b5f7414e0322007de224ad834771f2e77cd5364bc3f21498c,0,12,4,0,8,2,29,14,0,0,0,0,0,0,0,74,0,37,2,1,364,56,47978,82615,25,94,27,37,4,1,364,56
131,TIMSODORD,0,16,62,13,2,0,win,9580,1197.500,26070,0,26070,0,9643,-250,0,0,23,29,0,0,3728,3760,1,0,129,0,130,9338,1409,9338,35,34,0,21,1,225,90,399,399,d90a7b2c921af8b804f875b621d216250fffc949a15ff30924cf3b1e17a51410,0,35,3,0,14,7,0,34,0,0,1,0,0,0,0,0,0,0,0,0,125,373,94452,38840,142,23,23,29,1,3,125,373
131,TIMSODORD,0,16,62,13,2,1,loss,6199,774.875,99337,0,99337,0,4396,132,49,0,49,5,2,0,2411,483,65,0,22,0,87,0,1105,6162,8,30,0,10,0,225,90,399,399,f1999960ac6fb38f9183e8458cb892d416d69aad3c04d44770bacebcf99d3d4c,0,8,1,0,10,0,30,0,0,0,0,0,0,0,2,0,49,0,4,0,59,2,99359,6284,35,19,49,5,5,0,59,2
132,CALYMAR,0,16,62,13,2,0,ongoing,9600,1200.000,24174,54745,24172,54745,465,1354,5,13,12,27,56,19,4125,3848,86,43,14,2,145,0,1321,9577,42,41,0,8,0,225,90,399,399,d3661d25d51d96331bcf7f0690d6c8ac5489775bb7b687a9cd50de807d14b3f9,0,42,3,0,2,6,0,41,0,0,0,0,0,0,56,19,5,13,0,3,62,395,27345,55792,72,20,12,27,1,3,62,395
132,CALYMAR,0,16,62,13,2,1,loss,6992,874.000,57333,0,57333,0,3430,-250,24,0,28,6,15,0,1921,946,57,0,21,0,78,0,1497,6945,2,33,0,11,0,225,90,399,399,9de94dbf5949bb9046633e655a4dc533aca78efebd52924c769b8a8b336b0351,0,2,1,0,11,0,33,0,0,0,0,0,0,0,15,0,24,0,2,0,225,1,58121,9805,16,38,28,6,5,0,225,1
133,SCOOXLUG,0,16,62,13,2,0,ongoing,9600,1200.000,915,113071,915,113071,-199,11214,0,51,4,52,0,7,1633,2858,2,74,31,0,107,0,1737,9525,0,66,0,23,0,225,90,399,399,c7f8d2ccc636cf3255d2e05c1add6522c92c76d8aac800d31cd24f2f6a303a2d,0,0,0,0,0,23,0,66,0,0,0,0,0,0,0,7,0,51,0,2,3,238,17622,146714,51,14,4,52,0,6,3,238
133,SCOOXLUG,0,16,62,13,2,1,loss,7145,893.125,138410,0,138410,0,9305,361,66,0,66,5,5,0,2282,1215,87,0,12,0,99,0,1577,7097,4,48,0,11,0,225,90,399,399,5c8016a92fb7ccf05b705a0bb47328282399e3ca2be4dc250fa9d01aa8b02371,0,4,2,0,11,0,48,0,0,0,0,0,0,0,5,0,66,0,4,0,122,1,138414,16823,21,46,66,5,6,0,122,1
134,SWAEAHILL,0,16,62,13,2,0,win,4766,595.750,25252,0,25252,0,19210,-250,0,0,22,23,0,0,1524,2087,3,0,90,0,93,4553,1561,4553,0,12,0,2,1,225,90,399,399,43c8af6c0e9ce8836c4aaad051f0a941f0ff5079284117835945a14117f886e7,0,0,1,0,2,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,55,36,43404,18034,78,25,22,23,1,0,55,36
134,SWAEAHILL,0,16,62,13,2,1,ongoing,9600,1200.000,9679,158345,9679,158345,615,327940,0,43,28,43,0,69,3178,3185,1,152,4,0,157,0,817,8796,40,17,0,4,0,225,90,399,399,23add59addc264b6ea94b618d2fe75420b48d42957fb41817a7d2d4c320d3aa2,0,40,4,0,3,1,17,0,0,0,0,0,0,0,0,69,0,43,1,1,174,38,35554,164271,28,84,28,43,2,1,174,38
135,KILLDIEMET,3,16,63,12,1,0,ongoing,9600,1200.000,29412,66271,29412,66271,1619,3916,10,17,13,44,57,13,0,0,114,60,4,0,178,0,1089,9529,18,90,0,14,0,225,90,399,399,f15dc8f74c7ee6a6ec97ad585c23943d6e9178a99ee890ab62cfce993cab726e,18,0,0,0,0,14,0,90,0,0,0,0,0,0,57,13,10,17,0,2,80,349,29412,133899,76,26,13,44,0,5,80,349
135,KILLDIEMET,3,16,63,12,1,1,loss,5224,653.000,133733,2,133733,0,4753,-250,47,0,47,11,8,0,0,0,84,0,24,2,110,0,889,5217,35,34,0,16,0,225,90,399,399,c589499872267730246b3e458d9bd4d452101c6fb88a34d67d850053efa9d109,35,0,2,0,16,0,34,0,0,0,0,0,0,0,8,0,47,0,3,0,200,5,133733,13071,29,48,47,11,7,0,200,5
136,EOAQUEED,3,16,63,12,1,0,loss,5866,733.250,1,140869,0,140869,-236,2642,0,51,5,51,0,1,0,0,0,68,11,1,80,0,953,5860,0,55,0,16,0,225,90,399,399,a1051e1747a5260343d964306f5212d69f248344d1d03001baa3bc8718a80a7c,0,0,0,0,0,16,0,55,0,0,0,0,0,0,0,1,0,52,0,3,4,209,14626,141477,56,10,5,52,0,6,4,209
136,EOAQUEED,3,16,63,12,1,1,ongoing,9600,1200.000,16938,198906,16938,198906,-5,133887,0,33,32,33,13,129,0,0,17,191,0,0,208,0,1529,9012,0,64,0,14,0,225,90,399,399,1f056e7eb5e07c2b547f608c99004e4ad9e8b9865e13b423ec20be24d6ca98df,0,0,4,0,8,6,40,24,0,0,0,0,0,0,13,129,0,33,2,1,483,97,72360,198906,35,130,32,33,4,1,483,97
137,BURUING,3,16,63,12,1,0,loss,7075,884.375,0,155249,0,155249,7,5609,0,42,6,42,0,10,0,0,0,74,17,0,91,0,1201,7041,1,59,0,25,0,225,90,399,399,1e3a3d59539cca61d36b0da316251d201021bfcd20151da88482fef2093acb0c,1,0,0,0,0,25,0,59,0,0,0,0,0,0,0,10,0,42,0,5,4,385,12052,155293,55,23,6,42,0,6,4,385
137,BURUING,3,16,63,12,1,1,ongoing,9600,1200.000,82769,43957,82769,43957,3832,7162,25,11,44,13,8,47,0,0,55,99,19,0,173,0,889,9569,0,107,0,20,0,225,90,399,399,c40c9d6f7424731581c14e2a4324a340b643e87439771d9e7c1e8f487f2d633c,0,0,1,0,19,1,103,4,0,0,0,0,0,0,8,47,25,11,1,1,172,9,140004,43957,14,69,44,13,9,1,172,9
138,MORDEORD,3,16,63,12,1,0,loss,4755,594.375,0,128832,0,128832,-59,9174,0,51,0,51,0,7,0,0,0,78,5,0,83,0,1153,4707,0,36,0,14,0,225,90,399,399,431a4f0b473757f2a3f18448a7281133c25d7faf0ad619b7ed0cb3de9e26bdee,0,0,0,0,0,14,0,36,0,0,0,0,0,0,0,7,0,51,0,3,0,62,7491,128864,32,14,0,51,0,4,0,62
138,MORDEORD,3,16,63,12,1,1,ongoing,9600,1200.000,35783,93701,35783,93701,1466,6394,3,19,41,25,4,124,0,0,12,196,0,0,208,0,961,9574,104,63,0,27,0,225,90,399,399,ade2d559c1f24af6ca3825554b4bea814249ff1648333402bbd1df70f8f249f9,104,0,1,0,20,7,51,12,0,0,0,0,0,0,4,124,3,19,1,0,569,39,94288,95315,19,128,41,25,7,1,569,39
139,NIMDICON,3,16,63,12,1,0,loss,8389,1048.625,0,187723,0,187723,535,289331,0,69,5,70,0,2,0,0,0,90,67,0,157,0,1177,8259,1,69,0,38,0,225,90,399,399,bbb66fc2d1cf6e66ae4f0dc9df21551ed8f8e746bf5f35db2c4611e049fe8fa6,1,0,0,0,0,38,0,69,0,0,0,0,0,0,0,2,0,69,0,5,5,326,22151,192572,67,12,5,70,0,8,5,326
139,NIMDICON,3,16,63,12,1,1,ongoing,9600,1200.000,26775,86656,26775,86656,3920,5351,3,27,41,27,4,83,0,0,12,181,15,0,208,0,497,9569,58,75,0,15,0,225,90,399,399,2cb2b6c3e85f0e37c8041857cc4ca98d25d00ec6145d7849ca1156ec39a7c253,58,0,1,0,11,4,57,18,0,0,0,0,0,0,4,83,3,27,1,1,570,59,100696,86656,22,119,41,27,7,1,570,59
140,BILKOPILL,0,16,62,12,1,0,loss,4018,502.250,0,69856,0,69856,-136,14257,0,53,4,53,0,9,0,0,0,77,14,0,91,0,1385,3924,0,22,0,6,0,180,180,399,399,945e5945df0819a0616bd1b07b62dbaa5a02ae249f5fd9638e48ec7e2a4418dd,0,0,2,0,0,6,0,22,0,0,0,0,0,0,0,9,0,53,0,4,0,37,6611,69862,22,17,4,53,0,4,0,37
140,BILKOPILL,0,16,62,12,1,1,ongoing,9600,1200.000,181988,3351,181988,3351,8598,-70,70,0,74,6,12,27,0,0,111,43,6,0,160,0,1473,9561,0,83,0,20,0,180,180,399,399,ac12c3111beaebb092b7e9f288e17f627c86c2f67ad7891b8d9dfbbd48db2fc6,0,0,2,0,19,1,83,0,0,0,0,0,0,0,12,27,70,0,2,0,268,3,183978,15500,20,67,74,6,8,1,268,3
141,RINGINGTORY,0,16,62,12,1,0,loss,4400,550.000,0,37181,0,37181,-250,5063,0,31,7,31,0,5,0,0,0,53,62,0,115,0,1457,4349,0,16,0,7,0,180,180,399,399,6be91281f568f0b10f53ea500adfb46139a3d13c712db84f5c31929fb19d3d66,0,0,1,0,0,7,0,16,0,0,0,0,0,0,0,5,0,31,0,3,20,114,14288,37181,51,25,7,31,0,5,20,114
141,RINGINGTORY,0,16,62,12,1,1,loss,3071,383.875,29180,0,29180,0,4004,-230,32,0,32,1,7,0,0,0,54,0,6,0,60,0,2105,3028,0,5,0,2,0,180,180,399,399,b62f4a91f2fd8538e56bd5fb826e01932bda4cdfdc317830d1f491b2112ac6ba,0,0,1,0,2,0,5,0,0,0,0,0,0,0,7,0,32,0,1,0,10,0,29195,2031,28,7,32,1,2,0,10,0
142,WEAVIMET,0,16,62,12,1,0,loss,6689,836.125,0,159634,0,159634,307,4110,0,75,4,76,0,7,0,0,0,103,38,0,141,0,1329,6673,0,60,0,13,0,180,180,399,399,da12a310aa6d5b9592a41a91f2135332165d4c43e94c36566b5a69930596a1be,0,0,0,0,0,13,0,60,0,0,0,0,0,0,0,7,0,75,0,3,1,115,15699,159637,56,14,4,76,0,5,1,115
142,WEAVIMET,0,16,62,12,1,1,ongoing,9600,1200.000,62477,35960,62477,35959,1941,5094,4,18,47,25,10,92,0,0,24,164,18,1,207,0,1545,9537,0,71,0,9,0,180,180,399,399,adec50c2e24e0021fdb681edf79eb61246a4c1b181f041ec3ad49f74b84319c8,0,0,4,0,9,0,68,3,0,0,0,0,0,0,11,91,4,18,4,0,435,39,88435,36096,20,100,47,25,7,0,435,39
143,ALPCEED,0,16,62,12,1,0,win,7355,919.375,24333,0,24333,0,13670,-250,0,0,27,34,0,0,0,0,2,0,136,0,138,7113,1678,7113,0,33,0,7,1,180,180,399,399,831ad62a5f0ad56da5d51054b09caa1ee7716bd064c81a3f6e0e5df1e483dc51,0,0,1,0,6,1,1,32,0,0,1,0,0,0,0,0,0,0,0,0,153,150,51027,30469,77,22,27,34,1,1,153,150
143,ALPCEED,0,16,62,12,1,1,loss,8410,1051.250,102507,0,102507,0,946,1024,10,0,57,9,18,0,0,0,53,0,19,0,72,0,1577,7177,0,40,1,13,0,180,180,399,399,69e63e034f0b7a3fa1fef063dc13c120892f5bb2f6eb79675c3a461dff61984d,0,0,1,0,12,1,40,0,1,0,0,0,0,0,18,0,10,0,4,0,138,21,112875,13500,27,53,57,9,5,1,138,21
144,BADASHAM,0,16,62,12,1,0,win,9306,1163.250,23897,0,23897,0,11950,-250,0,0,29,42,0,0,0,0,1,0,55,0,56,9065,1417,9065,0,63,0,16,1,180,180,399,399,b846471585a0d7f41fed4f85cc0fe33456b6a0d61371e092ce2432b95b7ffc13,0,0,1,0,2,14,2,61,0,0,1,0,0,0,0,0,0,0,0,0,74,613,83436,49079,128,25,29,42,1,9,74,613
144,BADASHAM,0,16,62,12,1,1,loss,7420,927.500,147277,0,147277,0,5867,101,58,0,58,10,8,0,0,0,86,0,28,0,114,0,1809,7391,0,55,0,18,0,180,180,399,399,34697b4f9f0f0cc85edaa26b8a11c217771e940e675f25712f8615345f8e335c,0,0,3,0,18,0,55,0,0,0,0,0,0,0,8,0,58,0,5,0,264,3,147290,18457,23,54,58,10,5,0,264,3
145,IMMSODOND,1,10,36,2,5,0,ongoing,9600,1200.000,47429,104864,47429,104864,175232,191819,8,29,8,32,102,42,492,1667,124,84,0,0,208,0,3920,3920,0,0,0,1,0,135,135,399,399,4c3a3282563a7588262ad57c2067e44573573325a4893285131a295761103df8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,42,8,29,0,0,86,236,47429,104864,103,46,8,32,1,0,86,236
145,IMMSODOND,1,10,36,2,5,1,ongoing,9600,1200.000,2063,50949,2063,50949,36360,9785,0,4,0,4,27,53,202,452,27,71,7,0,105,0,0,0,0,0,0,0,0,135,135,399,399,c6fd8172ca0191f16b038924db00ff1b7455c169196a162eb3839f3de40d26ef,0,0,0,30,0,0,0,0,0,0,0,0,0,0,27,53,0,4,0,0,0,0,4560,50949,28,54,0,4,0,0,0,0
146,HOBYCON,1,10,36,2,5,0,win,5448,681.000,19556,0,19556,0,7432,17656,0,0,6,10,0,0,598,685,4,0,106,0,110,5221,3544,5221,0,0,0,2,1,135,135,399,399,40bdc8a32f2d6d141850c06d8e18a89b37c7b505a40f868f7849420336ee4a96,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,54,30813,12667,70,26,6,10,1,0,66,54
146,HOBYCON,1,10,36,2,5,1,ongoing,9600,1200.000,579,51366,579,51366,49193,53231,0,5,4,6,10,89,334,542,12,110,8,0,130,0,0,0,0,0,0,0,0,135,135,399,399,bd187965c0d4cdbcf23079e81ffaecc46504173a48f99d5128165736299a5281,0,0,0,35,0,0,0,0,0,0,0,0,0,0,10,89,0,5,0,0,76,44,7007,51702,30,90,4,6,0,0,76,44
147,BUGOXILL,1,10,36,2,5,0,win,6646,830.750,35771,0,35771,0,19254,29301,0,0,11,6,0,0,738,748,2,0,159,0,161,6425,3661,6425,0,0,0,3,1,135,135,399,399,495434633a6758452cf4339700251aabc22cd63b6d7ee69113f9f17ab3ac2cb8,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,1,50045,19471,67,54,11,6,1,0,24,1
147,BUGOXILL,1,10,36,2,5,1,ongoing,9600,1200.000,3139,10983,3139,10983,69330,61938,0,0,2,1,26,84,299,355,28,101,4,0,133,0,0,0,0,0,0,0,0,135,135,399,399,ccd4701b3f2246480e3091b7b40dff113652fd34ecc646aa5ad507b65c6d390d,0,0,0,14,0,0,0,0,0,0,0,0,0,0,26,84,0,0,0,0,0,0,4767,11127,28,84,2,1,0,0,0,0
148,SHADUSTORY,1,10,36,2,5,0,win,5985,748.125,19837,0,19837,0,15295,64174,0,0,11,9,0,0,647,1014,5,0,137,0,142,5814,3896,5814,0,0,0,3,1,135,135,399,399,dc2e3eb0bd10a5704e584e3e37ad9474042c27df410d94094f37f1a0cb4da849,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,111,39555,14179,82,46,11,9,1,0,130,111
148,SHADUSTORY,1,10,36,2,5,1,ongoing,9600,1200.000,1880,95568,1880,95568,52646,8586,1,16,3,16,21,95,750,632,24,140,13,0,177,0,0,0,0,0,0,0,0,135,135,399,399,1f28283df35df80f5dde164c49401caea3117671ffe51b20535e6f154a67bd94,0,0,0,40,0,0,0,0,0,0,0,0,0,0,21,95,1,16,0,0,167,28,4304,95568,27,101,3,16,0,0,167,28
149,CORDIEEND,1,10,36,2,5,0,ongoing,9600,1200.000,32910,29452,32910,29452,141599,174179,11,15,12,17,71,53,581,1391,105,92,1,0,198,0,9041,9041,0,0,0,1,0,135,135,399,399,230c409449aaae77084e8579363db13a7d3fbe80eb2df74f8223d1bb6513e861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,53,11,15,1,0,63,186,35355,34453,76,57,12,17,1,0,63,186
149,CORDIEEND,1,10,36,2,5,1,ongoing,9600,1200.000,2785,31412,2785,31412,40807,102124,0,2,0,2,27,56,161,432,30,77,1,0,108,0,0,0,0,0,0,0,0,135,135,399,399,cc745503638fa4297b647ae4ce6460918198f16e1341bde7c39bb1f8f089fb13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,27,56,0,2,0,0,0,0,5908,31511,27,57,0,2,0,0,0,0
150,BINQUEME,1,17,15,16,4,0,win,6603,825.375,70398,0,70398,0,3173,21123,34,0,34,10,54,0,1017,1205,104,0,13,0,117,0,1793,6541,17,1,0,1,0,135,135,399,399,292e7046e810ae3d43bcaeab201d184dda82b55b8185ef5a21ad9afaa84bd727,17,0,0,0,1,0,1,0,0,0,0,0,0,0,54,0,34,0,1,0,38,24,70430,9572,71,23,34,10,1,0,38,24
150,BINQUEME,1,17,15,16,4,1,loss,5243,655.375,66040,1,66040,0,1380,-250,31,0,31,2,3,0,966,280,45,0,6,1,52,0,2305,5217,0,4,0,4,0,135,135,399,399,36a1d55d0f962a45580c10127c94d63fe5cf253850c21faa9d5be57b65de913c,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,31,0,3,0,42,0,66141,2982,13,15,31,2,3,0,42,0
151,SADUHAM,1,17,15,16,4,0,win,6117,764.625,13180,0,13180,0,2294,5901,2,0,2,17,60,0,1182,1504,72,0,39,0,111,0,1745,6001,17,0,1,0,0,135,135,399,399,8d5bf374ef68fb8d91dd827535f277025cee9564e0cdc771bb68a2174beffcbe,17,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,2,0,0,0,22,53,13950,22809,75,24,2,17,0,0,22,53
151,SADUHAM,1,17,15,16,4,1,ongoing,9600,1200.000,13770,104013,13770,104013,6124,143816,3,20,25,25,12,119,1913,1980,24,169,7,0,200,0,1953,8585,16,7,0,4,0,135,135,399,399,5de04c82b8a2ac1f9ff57d77764a3ea3a483282535302ce4d2a600b2923c8915,16,0,1,0,4,0,7,0,0,0,0,0,0,0,12,119,3,20,0,0,152,56,52988,104013,18,119,25,25,3,0,152,56
152,LOWDEOND,1,17,15,16,4,0,ongoing,9600,1200.000,85212,327,85212,327,13184,18591,7,0,7,5,166,2,2323,2348,205,3,0,0,208,0,1689,9301,73,0,0,1,0,135,135,399,399,1b31d23c1f5366b03707a821932789659f66dc2d77629d2fb38bf6a2378d25c0,73,0,0,0,1,0,0,0,0,0,0,0,0,0,166,2,7,0,1,0,21,7,85212,9296,167,28,7,5,1,0,21,7
152,LOWDEOND,1,17,15,16,4,1,ongoing,9600,1200.000,7922,139529,7922,139529,2025,165148,4,42,24,42,10,90,2127,2275,19,169,20,0,208,0,2377,9481,11,11,0,6,0,135,135,399,399,89d10f0060acd1bf0fdba5c6d8fc720a051236492f3cd5ac2442b28be87a45ef,11,0,1,0,6,0,11,0,0,0,0,0,0,0,10,90,5,42,0,0,230,67,47001,139529,17,133,24,42,2,0,230,67
153,QAZDILOW,1,17,15,16,4,0,win,6272,784.000,65453,0,65453,0,16285,17324,14,0,14,7,134,0,791,1549,184,0,10,0,194,0,1689,6209,43,0,0,1,0,135,135,399,399,ad9afc93e1ade3db99514bdf7ffdb3f6c48c623bb4e5674a3bee1cd83550c0ec,43,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,14,0,1,0,18,29,65453,12065,140,26,14,7,1,0,18,29
153,QAZDILOW,1,17,15,16,4,1,ongoing,9600,1200.000,27844,43890,27844,43890,2055,48645,19,13,20,17,4,71,2125,1798,32,103,7,0,142,0,1857,9531,12,11,0,5,0,135,135,399,399,e1ec630b355bac2d08621b8fac43b94a2c2df6d6545b0ccd3828ef7921513afa,12,0,0,0,5,0,11,0,0,0,0,0,0,0,4,71,19,13,1,0,265,70,36264,45538,17,100,20,17,2,0,265,70
154,VERYWILICK,1,17,15,16,4,0,win,6827,853.375,2392,0,2392,0,2917,2093,1,0,9,22,9,0,1479,1592,14,0,88,0,102,0,3317,6825,4,0,2,0,0,135,135,399,399,c02e98c8f431ccfc3ad4b42610b457d4243ccf75f5e7a27a1878aa1799d55800,4,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,1,0,0,0,22,55,16230,44516,54,27,9,22,0,0,22,55
154,VERYWILICK,1,17,15,16,4,1,ongoing,9600,1200.000,57275,10284,57275,10283,2937,12463,25,4,29,11,9,53,1343,1906,50,75,7,1,133,0,2241,9569,0,12,0,18,0,135,135,399,399,2185e688c2dcc73b302b6ed7c631e8fc6f6d532bd44ff506ae2a3a05bb3c6668,0,0,1,0,18,0,12,0,0,0,0,0,0,0,9,53,25,4,5,0,289,1,68110,35360,10,81,29,11,5,0,289,1
155,MININGHOLE,3,16,4,32,3,0,win,7559,944.875,190122,0,190122,0,622986,317779,56,0,57,21,58,0,1271,2216,151,0,13,0,164,0,2423,5630,0,0,0,6,0,225,135,399,399,9cce75ed129615f65878df0a19c2c2c5ceb2a55d2ea0e46b1d21f3de5c99399b,0,0,0,0,6,0,0,0,0,0,0,0,0,0,58,0,56,0,1,0,235,120,190336,31442,73,20,57,21,1,0,235,120
155,MININGHOLE,3,16,4,32,3,1,loss,6708,838.500,1550,0,1550,0,336365,99087,0,0,29,30,0,0,1677,1954,1,0,118,0,119,6475,1351,6475,0,0,0,24,1,225,135,399,399,e3a5d0ee3cee3ad70e1f5ce6c7f81d2c2f08ef2064537b963f998ae848d17ad8,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,281,18,56535,66431,15,70,29,30,6,0,281,18
156,HAMIEND,3,16,4,32,3,0,win,7491,936.375,177729,1,177729,0,508519,153806,53,0,53,15,68,0,2336,2386,160,0,11,1,172,0,1336,5095,0,0,0,5,0,225,135,399,399,4969ff578d44fd7ce2709c5e67a8ce5d3dd3606bc7f580e04d48e43e216685f8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,68,0,53,0,1,0,249,127,177795,16642,75,19,53,15,1,0,249,127
156,HAMIEND,3,16,4,32,3,1,win,5518,689.750,0,17080,0,17080,230335,24725,0,0,24,17,0,0,1552,1459,0,2,149,0,151,5281,1417,5281,0,0,0,16,1,225,135,399,399,4256429d6b910eb9be192f98258c5b5cf08ffdc3355f7a3225cea5c770591569,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,363,22,47361,66240,17,94,24,17,5,0,363,22
157,FUTCEME,3,16,4,32,3,0,loss,2794,349.250,0,8556,0,8556,26406,11413,0,0,8,19,0,0,796,736,0,1,70,0,71,2434,2434,2434,0,0,0,0,1,225,135,399,399,231d56a106bcaa4bc1227a30192390464c5ef35ed093b3bb84af869820e00f05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,19982,29514,18,15,8,19,0,0,0,5
157,FUTCEME,3,16,4,32,3,1,win,4416,552.000,0,10797,0,10797,156928,5062,0,0,29,22,0,0,1261,1083,0,1,64,0,65,4075,1894,4075,0,0,0,6,1,225,135,399,399,57f77f37af2ba743973ac738b1e3e04bfaea912000b457cf8a5a9595dda07d6c,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,8,42037,52531,26,50,29,22,3,0,73,8
158,SUZASOLD,3,16,4,32,3,0,win,7812,976.500,148914,1,148914,0,438054,247049,42,0,42,20,81,0,1143,2281,163,0,13,1,177,0,2640,6355,0,0,0,8,0,225,135,399,399,8b3878306c747dc1cf59b5c064cf2ca959a4d350dff5d1326210c5aaf2abde49,0,0,0,0,8,0,0,0,0,0,0,0,0,0,81,0,42,0,1,0,149,108,149022,27173,82,18,42,21,1,0,149,108
158,SUZASOLD,3,16,4,32,3,1,win,7462,932.750,0,19118,0,19118,385509,14496,0,0,29,19,0,0,2124,2179,0,1,203,0,204,7186,1306,7186,0,0,0,17,1,225,135,399,399,7fe1b1c51d8822f5ed7ed99f0ef5c4af103aca0635c09127a69efa5e57b124c8,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,461,40,49709,57565,18,127,29,19,6,0,461,40
159,DOUSODBOY,3,16,4,32,3,0,win,5271,658.875,418,0,418,0,36140,163725,0,0,21,21,0,0,600,1435,1,0,87,0,88,4993,1871,4993,0,0,0,7,1,225,135,399,399,2402a1fc6a1920a795bc32f5635b81db2d405c0b3b3c0665ec55b4d65f942f9f,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,62,47273,33693,86,13,21,21,1,0,34,62
159,DOUSODBOY,3,16,4,32,3,1,win,6897,862.125,0,17602,0,17602,252990,3833,0,0,22,19,0,0,2106,1763,0,1,148,0,149,6625,1279,6625,0,0,0,17,1,225,135,399,399,c298b2359565fbbc40d1ac3f071abcdfd3ddd281a4424bf5280bf07fe49fc257,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,411,32,37526,98299,20,135,22,19,6,0,411,32
